Age,Job,Marital,Education,Default,Housing,Loan,Contact,Day_Of_Week,Month,Output
48,Admin ,Married,Professional Course,Unknown,No,No,Telephone,Tue,Jun,No
46,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
38,Technician,Single,University Degree,No,Yes,No,Telephone,Tue,Jun,No
43,Entrepreneur,Married,Basic 4Y,No,Yes,No,Telephone,Tue,Jun,No
41,Management,Married,Unknown,Unknown,No,No,Telephone,Tue,Jun,No
36,Services,Single,Basic 6Y,Unknown,No,No,Telephone,Tue,Jun,No
48,Blue-Collar,Divorced,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
52,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
43,Entrepreneur,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
46,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
55,Blue-Collar,Divorced,Basic 4Y,Unknown,No,Yes,Telephone,Tue,Jun,No
44,Blue-Collar,Single,Basic 4Y,No,Yes,No,Telephone,Tue,Jun,No
24,Services,Single,High School,No,Yes,No,Telephone,Tue,Jun,No
58,Retired,Married,Basic 4Y,No,Yes,No,Telephone,Tue,Jun,No
41,Unemployed,Married,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
29,Management,Single,University Degree,No,No,No,Telephone,Tue,Jun,No
26,Technician,Single,University Degree,No,No,No,Telephone,Tue,Jun,Yes
32,Management,Married,High School,No,No,No,Telephone,Tue,Jun,No
35,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
45,Blue-Collar,Divorced,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
33,Technician,Married,Professional Course,No,No,Yes,Telephone,Tue,Jun,No
38,Admin ,Married,High School,No,No,No,Telephone,Tue,Jun,No
36,Blue-Collar,Single,High School,No,No,No,Telephone,Tue,Jun,No
35,Blue-Collar,Married,Unknown,No,No,No,Telephone,Tue,Jun,No
34,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,Yes
41,Blue-Collar,Married,Basic 6Y,No,Unknown,Unknown,Telephone,Tue,Jun,No
37,Blue-Collar,Married,Basic 6Y,Unknown,No,No,Telephone,Tue,Jun,No
39,Housemaid,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
33,Technician,Married,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,No
43,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,Jun,No
47,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,Jun,No
33,Admin ,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
40,Blue-Collar,Married,Basic 6Y,Unknown,Yes,No,Telephone,Tue,Jun,No
31,Services,Single,High School,No,Yes,No,Telephone,Tue,Jun,No
34,Admin ,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
39,Blue-Collar,Married,Basic 6Y,No,Yes,No,Telephone,Tue,Jun,No
35,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,Jun,No
35,Technician,Married,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
59,Retired,Single,High School,No,No,Yes,Telephone,Tue,Jun,No
42,Admin ,Single,High School,No,No,No,Telephone,Tue,Jun,No
32,Blue-Collar,Single,High School,No,No,No,Telephone,Tue,Jun,Yes
48,Admin ,Married,High School,No,No,Yes,Telephone,Tue,Jun,No
46,Technician,Married,Professional Course,No,No,No,Telephone,Tue,Jun,No
41,Unemployed,Divorced,High School,No,No,No,Telephone,Tue,Jun,No
29,Admin ,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
38,Student,Single,University Degree,No,Unknown,Unknown,Telephone,Tue,Jun,No
30,Blue-Collar,Single,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
38,Unemployed,Married,Professional Course,No,No,No,Telephone,Tue,Jun,No
50,Self-Employed,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
37,Services,Married,High School,Unknown,Yes,No,Telephone,Tue,Jun,No
30,Blue-Collar,Married,Basic 6Y,No,No,No,Telephone,Tue,Jun,No
52,Management,Divorced,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
40,Blue-Collar,Divorced,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
50,Unknown,Single,Unknown,Unknown,Yes,No,Telephone,Tue,Jun,No
36,Entrepreneur,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
41,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
50,Housemaid,Single,Unknown,No,No,Yes,Telephone,Tue,Jun,No
38,Technician,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
51,Retired,Divorced,University Degree,No,Yes,Yes,Telephone,Tue,Jun,No
38,Services,Married,High School,Unknown,No,Yes,Telephone,Tue,Jun,No
38,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
55,Management,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
58,Technician,Married,Professional Course,No,Yes,Yes,Telephone,Tue,Jun,No
41,Blue-Collar,Married,Basic 4Y,No,No,Yes,Telephone,Tue,Jun,No
31,Management,Single,University Degree,No,No,No,Telephone,Tue,Jun,No
36,Management,Married,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
34,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,Jun,No
33,Blue-Collar,Single,Basic 9Y,Unknown,Yes,No,Telephone,Tue,Jun,No
42,Services,Married,High School,Unknown,No,No,Telephone,Tue,Jun,No
35,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
49,Technician,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
58,Retired,Married,Basic 4Y,No,No,No,Telephone,Tue,Jun,No
51,Self-Employed,Married,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,No
38,Blue-Collar,Married,Basic 6Y,Unknown,Yes,No,Telephone,Tue,Jun,No
48,Blue-Collar,Married,Basic 4Y,No,No,Yes,Telephone,Tue,Jun,No
35,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
49,Technician,Married,Basic 6Y,Unknown,No,No,Telephone,Tue,Jun,No
56,Management,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,Yes
35,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
60,Retired,Divorced,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
37,Admin ,Single,High School,No,Yes,No,Telephone,Tue,Jun,No
31,Blue-Collar,Single,High School,No,Yes,Yes,Telephone,Tue,Jun,No
44,Admin ,Single,University Degree,No,No,Yes,Telephone,Tue,Jun,No
38,Admin ,Single,University Degree,No,Yes,No,Telephone,Tue,Jun,No
40,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
30,Self-Employed,Married,Professional Course,No,Yes,No,Telephone,Tue,Jun,No
36,Student,Single,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
50,Blue-Collar,Married,Basic 6Y,Unknown,Yes,No,Telephone,Tue,Jun,No
28,Admin ,Single,High School,No,No,No,Telephone,Tue,Jun,No
50,Services,Married,High School,Unknown,Yes,No,Telephone,Tue,Jun,No
48,Management,Married,University Degree,No,Yes,Yes,Telephone,Tue,Jun,Yes
57,Blue-Collar,Divorced,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
56,Entrepreneur,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
56,Entrepreneur,Married,Unknown,Unknown,Yes,No,Telephone,Tue,Jun,No
27,Admin ,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
49,Blue-Collar,Married,Basic 4Y,Unknown,Yes,Yes,Telephone,Tue,Jun,No
52,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
35,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
34,Technician,Married,Professional Course,No,No,Yes,Telephone,Tue,Jun,No
50,Blue-Collar,Divorced,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
29,Admin ,Single,Basic 9Y,Unknown,No,Yes,Telephone,Tue,Jun,No
31,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
40,Admin ,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
37,Self-Employed,Married,Basic 9Y,Unknown,Yes,No,Telephone,Tue,Jun,No
37,Services,Married,High School,No,No,No,Telephone,Tue,Jun,No
57,Blue-Collar,Married,High School,Unknown,No,No,Telephone,Tue,Jun,No
31,Admin ,Single,University Degree,No,Yes,No,Telephone,Tue,Jun,No
40,Admin ,Single,High School,No,No,Yes,Telephone,Tue,Jun,No
30,Blue-Collar,Married,Unknown,No,No,Yes,Telephone,Tue,Jun,No
43,Blue-Collar,Married,Basic 9Y,No,No,Yes,Telephone,Tue,Jun,No
35,Blue-Collar,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
29,Services,Single,University Degree,Unknown,No,Yes,Telephone,Tue,Jun,No
38,Admin ,Married,Basic 9Y,No,No,Yes,Telephone,Tue,Jun,No
46,Blue-Collar,Married,Basic 6Y,No,No,Yes,Telephone,Tue,Jun,No
47,Technician,Single,Professional Course,Unknown,No,No,Telephone,Tue,Jun,No
39,Admin ,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
42,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,Jun,No
35,Self-Employed,Married,Basic 9Y,No,No,Yes,Telephone,Tue,Jun,No
39,Self-Employed,Married,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,No
57,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,Jun,No
38,Admin ,Single,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,Yes
47,Management,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
37,Management,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
41,Blue-Collar,Married,Basic 6Y,No,Yes,No,Telephone,Tue,Jun,Yes
41,Services,Married,High School,No,No,No,Telephone,Tue,Jun,No
42,Technician,Married,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
38,Blue-Collar,Married,Basic 6Y,Unknown,No,No,Telephone,Tue,Jun,No
46,Admin ,Single,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
31,Blue-Collar,Single,Basic 9Y,Unknown,Yes,No,Telephone,Tue,Jun,No
32,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,Jun,No
46,Unemployed,Divorced,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
59,Entrepreneur,Married,Unknown,No,No,No,Telephone,Tue,Jun,No
55,Unknown,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
53,Self-Employed,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
43,Unemployed,Married,Professional Course,No,No,No,Telephone,Tue,Jun,No
49,Blue-Collar,Married,Basic 4Y,No,Yes,Yes,Telephone,Tue,Jun,No
50,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
26,Blue-Collar,Single,High School,No,No,No,Telephone,Tue,Jun,No
30,Technician,Single,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
40,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
43,Retired,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
53,Admin ,Married,High School,No,No,No,Telephone,Tue,Jun,No
25,Admin ,Married,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,No
48,Admin ,Divorced,University Degree,No,No,No,Telephone,Tue,Jun,No
27,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
53,Admin ,Married,High School,No,No,No,Telephone,Tue,Jun,No
44,Self-Employed,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
54,Management,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
30,Blue-Collar,Married,Basic 6Y,No,No,No,Telephone,Tue,Jun,No
32,Admin ,Married,University Degree,No,Yes,Yes,Telephone,Tue,Jun,No
29,Entrepreneur,Married,High School,Unknown,Yes,No,Telephone,Tue,Jun,No
43,Admin ,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
43,Management,Married,University Degree,No,Yes,Yes,Telephone,Tue,Jun,No
36,Services,Married,High School,Unknown,Yes,No,Telephone,Tue,Jun,No
45,Blue-Collar,Married,Basic 4Y,Unknown,Yes,Yes,Telephone,Tue,Jun,No
34,Services,Married,High School,No,No,No,Telephone,Tue,Jun,No
38,Services,Married,High School,Unknown,No,No,Telephone,Tue,Jun,No
53,Housemaid,Married,Basic 4Y,No,Unknown,Unknown,Telephone,Tue,Jun,No
57,Technician,Divorced,Unknown,No,Yes,Yes,Telephone,Tue,Jun,No
38,Blue-Collar,Married,Basic 6Y,Unknown,No,No,Telephone,Tue,Jun,Yes
41,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
49,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,Jun,No
35,Technician,Married,Unknown,Unknown,Yes,No,Telephone,Tue,Jun,No
39,Admin ,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
31,Services,Married,High School,Unknown,Yes,No,Telephone,Tue,Jun,No
50,Admin ,Married,High School,No,No,No,Telephone,Tue,Jun,No
30,Admin ,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
50,Blue-Collar,Married,Basic 4Y,Unknown,No,Yes,Telephone,Tue,Jun,No
49,Management,Divorced,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,No
37,Admin ,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
47,Blue-Collar,Divorced,Basic 9Y,Unknown,No,Yes,Telephone,Tue,Jun,No
43,Admin ,Divorced,High School,No,No,No,Telephone,Tue,Jun,No
29,Admin ,Divorced,Professional Course,No,Yes,No,Telephone,Tue,Jun,No
31,Housemaid,Married,High School,No,No,No,Telephone,Tue,Jun,No
38,Entrepreneur,Married,Basic 6Y,No,No,Yes,Telephone,Tue,Jun,No
43,Admin ,Divorced,University Degree,No,No,No,Telephone,Tue,Jun,No
29,Admin ,Single,High School,No,Yes,No,Telephone,Tue,Jun,No
35,Admin ,Married,High School,No,Yes,Yes,Telephone,Tue,Jun,No
54,Technician,Married,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
27,Management,Single,University Degree,No,Yes,No,Telephone,Tue,Jun,No
57,Blue-Collar,Divorced,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
30,Services,Married,High School,No,No,Yes,Telephone,Tue,Jun,No
30,Admin ,Single,High School,Unknown,No,No,Telephone,Tue,Jun,No
43,Unemployed,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
32,Admin ,Single,University Degree,No,No,No,Telephone,Tue,Jun,No
34,Admin ,Single,University Degree,No,No,No,Telephone,Tue,Jun,No
44,Blue-Collar,Single,Unknown,Unknown,Yes,No,Telephone,Tue,Jun,No
31,Unemployed,Married,Basic 6Y,No,Yes,No,Telephone,Tue,Jun,No
29,Admin ,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
51,Self-Employed,Married,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
58,Technician,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
33,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
52,Admin ,Divorced,University Degree,No,No,No,Telephone,Tue,Jun,No
57,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
24,Admin ,Single,High School,No,No,No,Telephone,Tue,Jun,Yes
27,Unemployed,Married,High School,No,No,No,Telephone,Tue,Jun,No
42,Admin ,Married,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,No
30,Services,Married,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,No
28,Blue-Collar,Single,Basic 4Y,No,No,No,Telephone,Tue,Jun,No
31,Unemployed,Divorced,Basic 4Y,No,Yes,No,Telephone,Tue,Jun,Yes
32,Blue-Collar,Married,Basic 6Y,No,Unknown,Unknown,Telephone,Tue,Jun,No
33,Blue-Collar,Single,Basic 9Y,Unknown,Yes,No,Telephone,Tue,Jun,No
42,Management,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
29,Blue-Collar,Single,High School,No,Yes,No,Telephone,Tue,Jun,No
30,Blue-Collar,Married,Basic 6Y,Unknown,Yes,No,Telephone,Tue,Jun,Yes
34,Admin ,Married,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
40,Blue-Collar,Married,Basic 9Y,No,No,Yes,Telephone,Tue,Jun,Yes
28,Student,Single,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
45,Services,Single,High School,No,No,No,Telephone,Tue,Jun,No
35,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,Jun,No
35,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
26,Self-Employed,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
60,Admin ,Married,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
51,Technician,Married,Professional Course,No,No,Yes,Telephone,Tue,Jun,No
36,Services,Divorced,Professional Course,No,No,No,Telephone,Tue,Jun,No
35,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,Jun,No
39,Self-Employed,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
31,Blue-Collar,Single,High School,No,Yes,No,Telephone,Tue,Jun,No
40,Blue-Collar,Married,Basic 9Y,No,Yes,Yes,Telephone,Tue,Jun,No
30,Unemployed,Married,Basic 6Y,Unknown,No,No,Telephone,Tue,Jun,No
40,Technician,Married,Professional Course,No,No,No,Telephone,Tue,Jun,No
46,Admin ,Married,High School,No,No,No,Telephone,Tue,Jun,No
45,Admin ,Married,Unknown,No,No,No,Telephone,Tue,Jun,No
39,Blue-Collar,Married,Basic 6Y,No,No,No,Telephone,Tue,Jun,No
41,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
36,Admin ,Married,Professional Course,No,Yes,No,Telephone,Tue,Jun,No
57,Blue-Collar,Divorced,Unknown,Unknown,No,No,Telephone,Tue,Jun,No
38,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
42,Services,Divorced,Basic 6Y,No,No,No,Telephone,Tue,Jun,No
39,Admin ,Married,University Degree,No,Yes,Yes,Telephone,Tue,Jun,No
51,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
32,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
57,Admin ,Divorced,Unknown,Unknown,No,No,Telephone,Tue,Jun,No
50,Blue-Collar,Divorced,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
27,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
38,Technician,Single,Professional Course,No,No,Yes,Telephone,Tue,Jun,No
50,Admin ,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
46,Technician,Married,High School,No,No,No,Telephone,Tue,Jun,No
26,Blue-Collar,Single,High School,No,Yes,No,Telephone,Tue,Jun,No
29,Admin ,Married,High School,No,No,No,Telephone,Tue,Jun,No
32,Blue-Collar,Divorced,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
33,Admin ,Married,High School,No,No,Yes,Telephone,Tue,Jun,No
59,Admin ,Married,University Degree,No,Yes,Yes,Telephone,Tue,Jun,No
33,Admin ,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
58,Blue-Collar,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
42,Blue-Collar,Divorced,Basic 4Y,No,No,No,Telephone,Tue,Jun,No
32,Admin ,Single,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,No
50,Services,Divorced,Basic 4Y,Unknown,No,No,Telephone,Tue,Jun,No
43,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
46,Management,Married,Basic 9Y,Unknown,Yes,No,Telephone,Tue,Jun,No
28,Admin ,Married,High School,No,No,No,Telephone,Tue,Jun,No
29,Services,Married,High School,No,No,No,Telephone,Tue,Jun,No
45,Services,Married,High School,Unknown,No,No,Telephone,Tue,Jun,No
31,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
42,Admin ,Married,Unknown,Unknown,No,No,Telephone,Tue,Jun,No
31,Technician,Single,Professional Course,No,No,No,Telephone,Tue,Jun,No
53,Services,Married,High School,Unknown,No,No,Telephone,Tue,Jun,No
31,Housemaid,Married,University Degree,No,No,Yes,Telephone,Tue,Jun,No
27,Services,Single,High School,No,No,No,Telephone,Tue,Jun,No
40,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
40,Admin ,Single,University Degree,Unknown,Yes,No,Telephone,Tue,Jun,No
40,Blue-Collar,Divorced,Basic 9Y,Unknown,No,Yes,Telephone,Tue,Jun,Yes
58,Self-Employed,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
31,Management,Single,University Degree,No,Yes,No,Telephone,Tue,Jun,No
60,Retired,Single,High School,No,No,No,Telephone,Tue,Jun,No
38,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Tue,Jun,No
27,Blue-Collar,Single,High School,No,Yes,No,Telephone,Tue,Jun,No
59,Technician,Married,Unknown,No,No,No,Telephone,Tue,Jun,No
36,Blue-Collar,Single,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
40,Services,Married,Unknown,No,Yes,No,Telephone,Tue,Jun,No
58,Retired,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
35,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
54,Services,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
34,Blue-Collar,Married,Basic 4Y,Unknown,No,Yes,Telephone,Tue,Jun,No
42,Services,Married,High School,No,No,No,Telephone,Tue,Jun,No
36,Blue-Collar,Married,Basic 9Y,No,Yes,Yes,Telephone,Tue,Jun,No
45,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
31,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
33,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
37,Admin ,Divorced,Basic 9Y,No,No,No,Telephone,Tue,Jun,Yes
29,Admin ,Single,University Degree,Unknown,No,Yes,Telephone,Tue,Jun,No
40,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,Jun,No
30,Admin ,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
32,Admin ,Single,University Degree,Unknown,No,No,Telephone,Tue,Jun,No
46,Housemaid,Divorced,Basic 6Y,No,Yes,No,Telephone,Tue,Jun,No
30,Admin ,Single,High School,No,Yes,No,Telephone,Tue,Jun,No
29,Management,Single,University Degree,No,No,No,Telephone,Tue,Jun,No
35,Entrepreneur,Married,High School,No,No,Yes,Telephone,Tue,Jun,No
37,Housemaid,Married,Basic 4Y,No,Yes,No,Telephone,Tue,Jun,No
47,Self-Employed,Married,Basic 4Y,Unknown,Unknown,Unknown,Telephone,Tue,Jun,No
42,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Tue,Jun,No
59,Retired,Married,Professional Course,No,Yes,No,Telephone,Tue,Jun,No
45,Technician,Divorced,Professional Course,No,Yes,No,Telephone,Tue,Jun,No
29,Self-Employed,Single,Professional Course,No,No,No,Telephone,Tue,Jun,No
31,Blue-Collar,Single,High School,Unknown,Yes,No,Telephone,Tue,Jun,No
34,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Jun,No
48,Services,Single,High School,Unknown,No,Yes,Telephone,Tue,Jun,No
40,Self-Employed,Married,High School,Unknown,Yes,No,Telephone,Tue,Jun,No
45,Services,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
32,Self-Employed,Divorced,University Degree,No,No,Yes,Telephone,Tue,Jun,No
33,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Tue,Jun,No
42,Blue-Collar,Married,High School,Unknown,Yes,No,Telephone,Tue,Jun,No
38,Services,Divorced,Basic 6Y,No,No,No,Telephone,Tue,Jun,No
47,Admin ,Married,University Degree,No,Yes,No,Telephone,Tue,Jun,No
41,Management,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
41,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Tue,Jun,No
43,Management,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
34,Services,Single,High School,No,No,No,Telephone,Tue,Jun,No
34,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,Jun,No
52,Unemployed,Married,High School,Unknown,Yes,No,Telephone,Tue,Jun,No
48,Blue-Collar,Married,Professional Course,No,No,No,Telephone,Tue,Jun,No
37,Technician,Married,High School,No,Yes,No,Telephone,Tue,Jun,No
41,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,Tue,Jun,No
47,Technician,Married,Professional Course,No,No,No,Telephone,Tue,Jun,No
46,Admin ,Married,High School,Unknown,No,No,Telephone,Tue,Jun,No
42,Admin ,Married,University Degree,No,No,No,Telephone,Tue,Jun,No
28,Services,Single,High School,No,No,No,Telephone,Tue,Jun,No
